notion_id,name,category,価格,JANコード,入枚数,ポケット数,外寸横,外寸縦,外寸奥行,外寸高さ,背幅,内寸横,内寸縦,内寸奥行,内寸高さ,ポケット内寸横,ポケット内寸縦,厚さ,重さ,画像ファイル名
32a59857-726b-806f-bb06-e89184aa6306,クリアー収納袋30cm×25cm×18cm,収納ケース,220,4550480240695,1,,30,25,,18,,,,,,,,,,
32959857-726b-8024-a9c7-cdf0393fded6,イレールスリーブ 44mm缶バッジ用,スリーブ＆カバー,440,4902205299424,60,,54,84,,,,,,,,,,0.05,,
32959857-726b-8000-a575-c117ca4bde4b,イレールスリーブ PVC4ポケット用,スリーブ＆カバー,484,4902205299417,40,,105,180,,,,,,,,,,0.05,,
32959857-726b-80dc-9193-f3db55bc419b,イレールスリーブ PVC3,スリーブ＆カバー,396,4902205299400,30,,90,240,,,,,,,,,,0.05,,
32959857-726b-80ed-ba48-c8737a2662f4,イレールスリーブ PVC2ポケット用,スリーブ＆カバー,440,4902205299394,20,,154,240,,,,,,,,,,0.05,,
32959857-726b-80a3-9273-c52db62821ae,イレール PVCリフィル 15ポケット,リフィル,968,4902205299387,2,15,249,321,,,,,,,,74,46,,,
32959857-726b-804d-8d4c-fcc05f17bc97,イレール PVCリフィル 12ポケット,リフィル,968,4902205299370,2,12,249,321,,,,,,,,74,62,,,
32959857-726b-803f-819b-c055680ec36c,イレール PVCリフィル 1ポケット,リフィル,792,4902205299363,2,1,249,321,,,,,,,,231,301,,,
32959857-726b-806d-b960-db31bc0ed649,イレールバインダースリム ブラック,バインダー＆ファイル,891,4902205299271,,,300,330,,,40,,,,,,,1.6,,
32959857-726b-8031-beb4-f254f27f555d,イレールバインダースリム ホワイト,バインダー＆ファイル,891,4902205299264,,,300,330,,,40,,,,,,,1.6,,
32759857-726b-8074-9b8d-ff0a868e0cc8,マルチ収納ファイル用A5リフィルエアークッション,リフィル,715,4902562521398,1,2,152,210,,,,,,,,110,190,,,
32659857-726b-8027-ab8e-c9b11cb4cb7f,A4ファイルインファイル10ポケット,バインダー＆ファイル,110,4954939014798,,10,238,310,,,,,,,,218,298,,,
32659857-726b-8056-bf5c-eb4cca1e0133,マイコレノベルティシール収納リフィル5P,リフィル,110,4906137816216,5,12,217,285,,,,,,,,63,65,,,
32659857-726b-8016-983f-f2468649468c,マイコレ名刺収納リフィル5P,リフィル,110,4906137816315,5,9,201,315,,,,,,,,57,98,,,
32659857-726b-80c0-9fa2-dd11017d1bdf,マイコレ映画チラシ・チケット収納リフィル2P,リフィル,110,4906137816117,2,3,213,324,,,,,,,,185,257,,,
32659857-726b-80a2-8a52-eea57ab48c65,マイコレ6リング用ロングステッカー収納リフィル7P,リフィル,110,4906137812386,7,3,182,181,,,,,,,,160,54,,,
32659857-726b-806b-8bc2-d1f187a15614,マイコレ6リング用ブロマイド収納リフィル7P ,リフィル,110,4906137812379,7,2,160,193,,,,,,,,131,91,,,
32659857-726b-804e-afb8-dac724cd9fb8,マイコレ6リング用スクエアシール収納リフィル7P,リフィル,110,4906137812362,7,6,135,188,,,,,,,,55,55,,,
32659857-726b-808d-aace-fc2ceda725fa,クリアホルダースリーブA5 10枚,スリーブ＆カバー,110,4550480670058,10,,160,224,,,,,,,,,,,,
32659857-726b-809e-adbc-cae38cb6d732,ぴったりOPP袋ポストカード用36枚,スリーブ＆カバー,110,4550480577388,36,,103,150,,,,99,149,,,,,,,
32659857-726b-8097-9845-f09a3b3ba7b8,ぴったりOPP袋キャッシュカード用40枚,スリーブ＆カバー,110,4550480872902,40,,89,56,,,,88,55,,,,,,,
32659857-726b-8058-94c9-faa1fca3d005,くるっとまるまる仕分けポーチ,推し活グッズ,110,4550480714783,,3,300,130,,,,,,,,,,,,
32659857-726b-807a-a667-fe81e657be08,シール帳バインダークリアブラックA7,バインダー＆ファイル,1320,4580873442313,,,130,170,,,25,,,,,,,,,
32659857-726b-80a2-a781-fbff3c1e929f,キーホルダーステーションクリア,推し活グッズ,110,4550480912059,,,34,40,,,,,,,,,,,,
32659857-726b-8039-a371-f02ff3702d52,シャカシャカフレームお菓子風,推し活グッズ,110,4968951221195,,,60,68,,8,,,,,,,,,,
32659857-726b-8053-85ea-cf30334f6162,文具小物ケースNCSアップルグリーン＆クラウディホワイト,推し活グッズ,110,4550480971858,,,120,80,,,,,,,,,,,,
32659857-726b-8062-ae62-ee0b502df063,PVCカバーカードホルダーくま,推し活グッズ,,,,12,88,113,,10,,57,97,,,55,95,,,
32659857-726b-802d-905d-eccddbb13bf3,アルバムキーホルダー韓流デザイン,推し活グッズ,110,4550480616919,,12,47,55,,10,,33,43,,,33,44,,,
32659857-726b-80f0-8bab-fcfd194c76fa,アルバムキーホルダーミニ16ポケット,推し活グッズ,110,4978929922535,,16,4,100,,10,,,,,,22,35,,,
32659857-726b-8072-aec8-ccf397971daf,缶バッジ収納ケース,収納ケース,110,4965534339711,,,78,233,,62,,65,222,,57,,,,,
32659857-726b-807c-9a3f-f0cf5f067827, D型4リングファイル（白）,バインダー＆ファイル,220,4550480829982,,,267,320,,,40,,,,,,,,,
2fd59857-726b-8082-bb8f-fc11a114d38b,クリアホルダースリーブ,スリーブ＆カバー,110,4550480670041,7,,229,314,,,,,,,,,,0.12,,
2fa59857-726b-8068-beeb-e4bfc16bc918,ミニアクスタケース,推し活グッズ,990,4903562520162,,3,80,125,20,,,,,,,,,,,
2fa59857-726b-80fe-8c5d-dc88d653345a,B7サイズ6穴リングバインダー,バインダー＆ファイル,110,4968583269954,,,118,145,,,26,,,,,,,,,
2fa59857-726b-804c-92d5-d907c0635904,UV85%カットB5リフィールムービーチケット用9P 8枚,リフィル,110,4954939030118,8,9,194,269,,,,,,,,57,85,,,
2fa59857-726b-80fc-8878-c356acc9cbd0,A5カスタムノートリフィル粘着アルバム台紙,リフィル,110,4542804163148,3,,157,215,,,,,,,,,,,,
2fa59857-726b-80be-821c-ff2691e3e420,アルバムキーホルダー5×5cm,推し活グッズ,110,4978929922696,,,70,120,,,7,,,,,,,,,
2fa59857-726b-8011-80cd-f92ffb432d16,PPクリアポケットコレクションシールSサイズ,スリーブ＆カバー,110,4954939031627,60,,54,54,,,,,,,,,,,,
2fa59857-726b-80d3-88c7-d971b1e959ac,ウエハースシールスリーブ,スリーブ＆カバー,110,4550480670089,80,,49,50,,,,,,,,,,,,
2fa59857-726b-8093-a33e-e05fe0529888,カプセルトイミニブックファイル,バインダー＆ファイル,110,4977498288677,,16,86,114,,,5,,,,,,,,,
2e759857-726b-8091-8ba2-f64600213da2,ブックマーク,その他,330,2279723386557,2,,40,155,,,,,,,,,,,,
2df59857-726b-8070-9da3-ecaf20377392,ブックスタンドU型,その他,110,4947879013426,,,110,110,,110,,,,,,,,,,
2db59857-726b-80fe-96b3-f1de37e47a58,壁にも付けられるディスプレイケース（1段）,収納ケース,110,4550480531823,,,193,80,78,,,,,,,,,,,
2cd59857-726b-8093-90dd-e620348ee7b9,ぴったりＯＰＰ袋（写真袋２Ｌ判、３２枚）,スリーブ＆カバー,110,4550480577395,32,,128,179,,,,,,,,,,0.04,,
2cd59857-726b-806f-9263-e6c888480c53,ぴったりOPP袋(写真袋L判用、40枚),スリーブ＆カバー,110,4550480577371,40,,91,131,,,,,,,,,,0.04,,
2b959857-726b-80df-8970-c4b144b42b25,ジッパーケースリフィル2ポケット,リフィル,110,4906137816520,1,2,242,318,,,,,,,,205,145,,,
2b959857-726b-8034-8737-f8189f80a5a3,ジッパーケースリフィル3ポケット,リフィル,110,4906137816520,1,3,242,318,,,,,,,,205,90,,,
2b959857-726b-80b9-914c-e4085b2ab810,カラビナキーフックペンライトホルダー付,推し活グッズ,110,4936181535351,,,32,100,,7,,,,,,,,,,
2b959857-726b-8057-8733-df8f54702287,薄型トレーディングカードケース,収納ケース,110,4965534335515,3,,77,99,,7,,,,,,,,,,
2b959857-726b-8093-a559-e4f139b2074b,壁にも付けられるディスプレイケース（２段）,収納ケース,220,4550480531830,,,193,155,80,,,,,,,,,,,
2b959857-726b-806e-8c9b-e80c6beb6d7b,壁にも付けられるコレクションボックス,収納ケース,330,4550480531809,,,200,200,,90,,,,,,,,,,
2b559857-726b-802e-8bba-e722f0a7562e,銀テープケース,推し活グッズ,110,4550480722603,,,30,35,30,,,,,,,,,,,
29e59857-726b-808d-82b2-e5e2db56c66e,トレカスリーブR-12,スリーブ＆カバー,110,4550480312071,40,,66,92,,,,,,,,,,0.1,,
29e59857-726b-80ac-a111-ee7fad74a73a,A5 6リングカスタムノート両面ポケット横入れ8P,リフィル,110,4542804133844,8,1,163,220,,,,140,214,,,,,,,
29e59857-726b-80f8-b7b1-c09cf3df4c79,厚手軟質クリアブックカバー文庫本サイズ,スリーブ＆カバー,110,4550480693156,2,,126,158,,,,228,152,,,,,,,
29e59857-726b-8014-842c-da05103ff849,保険証・お薬手帳カバー,推し活グッズ,110,4550480305813,1,,116,160,,,,,,,,,,,,
29e59857-726b-8014-bc1b-c5b540024c78,硬質トレーディングカードスリーブL判写真サイズ,スリーブ＆カバー,110,4947879021537,5,,136,97,,,,127,89,,,,,,,
29e59857-726b-8034-ba68-ee997af11503,硬質トレーディングカードスリーブLサイズ,スリーブ＆カバー,110,4947879010906,10,,94,69,,,,89,63,,,,,,,
29e59857-726b-806f-8a0d-f8612976b8e6,硬質トレーディングカードスリーブSサイズ,スリーブ＆カバー,110,4947879010975,10,,92,65,,,,87,59,,,,,,,
28059857-726b-805d-b472-c21234573554,アタッシュB6,収納ケース,110,4973430025539,,,152,193,,20,,,,,,,,,,
27b59857-726b-80c3-9a45-e4f703138302,保険証ホルダー,推し活グッズ,110,4510085790117,,,100,135,,,,,,,,,,,,
27b59857-726b-80d2-8b08-f00397a33fed,nonbiri classファスナーケース,推し活グッズ,110,4905687433133,,,89,121,,,,,,,,,,,,
27b59857-726b-808f-9066-e3aa816e1abf,A4クリップファイルケース,バインダー＆ファイル,110,4906137305819,,,234,318,,,9,,,,,,,,,
27b59857-726b-80b4-bf84-df9463192df8,A5カスタムノート6リングバインダーワイドベーシック,バインダー＆ファイル,110,4542804149158,,,190,225,,,30,,,,,,,,,
27959857-726b-8092-8c27-eb7d397a3f59,myfa 推し活 クリヤーバインダー ミニ6穴 チャコールブラック,バインダー＆ファイル,2000,4903419849962,,,177,215,,,30,,,,,,,,,
27159857-726b-8075-8c9f-faf34052a5fd,ホワイトクリアポケット両面4ポケット,リフィル,110,4542804153460,8,4,160,220,,,,70,98,,,,,,,
27159857-726b-808f-8461-f85848fed402,A5カスタムノートリフィルシール台紙,リフィル,110,452804148961,5,,148,210,,,,,,,,,,,,
27159857-726b-8000-8ad6-e73b41ed9107,テープ付きOPP袋セパレートタイプ,スリーブ＆カバー,110,4550480670065,30,2,140,140,,,,,,,,69,100,,,
27159857-726b-80d4-aaad-c10d4918522f,梱包用薄型カードケースB8サイズ,スリーブ＆カバー,110,4968583228890,8,,103,68,,,,96,68,,,,,,,
27159857-726b-80f5-9264-e513e00d4064,カードケースアニマル（ホワイト、ブラック、レッド）,推し活グッズ,110,4550480804255,,,75,135,,,,64,90,,,,,,,
26f59857-726b-80be-9941-e7a63d1c93ee,ピンバッジディスプレイケース,フレーム,110,4905596384380,,,67,,3,69,,,,,,,,,,
26f59857-726b-8066-8b01-f7dc0aa61064,クリアファイルA5サイズ,スリーブ＆カバー,110,4984831053908,18,,155,215,,,,,,,,,,0.04,,
26f59857-726b-800d-8370-db7d1699e1b2,しおり収納ホルダー,バインダー＆ファイル,110,4550480670133,,28,131,15,,,,,,,,54,146,16,,
26f59857-726b-806e-9881-f3e3a523ba59,硬質カードケースB8サイズ・黒,スリーブ＆カバー,110,4550480851433,3,,102,70,,,,96,68,,,,,,,スリーブ＆カバー_130.jpg
26f59857-726b-8083-9325-c73ae4162aa6,硬質カードケースB7サイズ・黒,スリーブ＆カバー,110,4550480851419,2,,141,97,,,,135,94,,,,,,,スリーブ＆カバー_158.jpg
26f59857-726b-800a-a6bd-f76cb34e0e88,"高透明アルバムL版20ポケット2冊組,黒",バインダー＆ファイル,110,4550480692890,,20,156,105,,,6,,,,,130,93,,,バインダー＆ファイル_055.jpg
26d59857-726b-8055-bba6-d1d0e22a4f8c,SIKIRI 0深型,収納ケース,220,4973911847919,,,233,170,,68,,,,,,,,,,
26c59857-726b-80dd-9e55-c0ef50c08ea6,イレールスリーブ A5サイズ用,スリーブ＆カバー,550,4902205103189,40,,213,150,,,,,,,,,,0.04,,
26c59857-726b-8000-a182-ea7597fe451b,イレールスリーブ A5クリアファイル用,スリーブ＆カバー,561,4902205103172,40,,156,223,,,,,,,,,,0.05,,
26859857-726b-8092-904c-c1cdd129523b,A5 6リングカスタムノートクリア両面4ポケットホワイト8P,リフィル,110,452804153460,8,4,160,220,,,,,,,,70,98,,,
25c59857-726b-80bd-a4a6-e6c206a4b1e8,ミニチュアビーチチェア,推し活グッズ,275,,,,,111,,163,,,,,,,,,,
25a59857-726b-8044-bb43-d1db185ad2b4,チュールハンドストラップパステルカラー,推し活グッズ,330,,,,70,380,,,,,,,,,,,,
25059857-726b-8037-9ecb-d751b42a2a71,L字透明仕切り板粘着テープショート,その他,110,4905687358863,3,,70,20,,32,,,,,,,,,,
25059857-726b-80ac-87f2-c0bbd9adcba7,カードケースキーホルダーカップケーキ柄,(判定不能),110,4510085534872,,,75,115,,,,,,,,,,,,
25059857-726b-8082-9a4f-d14e3e8fd26f,PPカバーアルバムくま,バインダー＆ファイル,110,4550480623191,32,32,80,105,,,20,,,,,65,91,,,
25059857-726b-80aa-b03e-e14d2d7164f7,ロルバーンミクロ,その他,605,,,,53,66,1,,,,,,,,,,,
24e59857-726b-8086-aaa2-c7747908aabe,イレールアルバムリフィル 12ポケット(両面) チェキサイズ用,リフィル,605,4902205220770,10,12,267,283,,,,,,,,61,92,,,
24e59857-726b-80cd-85d4-c81ad607cc87,イレールバインダーリフィル 2ポケット(両面) A5サイズ用,リフィル,528,4902205220756,10,2,233,314,,,,,,,,215,153,,,
24e59857-726b-808b-b3f4-d92b4d1ea081,イレールバインダーリフィル 2ポケット(両面) A5クリアファイル用,リフィル,528,4902205220749,10,2,243,323,,,,,,,,225,158,,,
24e59857-726b-8031-bc6d-d788a88d6c9a,イレールアルバム ブラック,バインダー＆ファイル,1650,4902205220909,,,350,310,,,48,,,,,,,1.6,447,
24e59857-726b-8067-9588-d9ad661e4712,イレールバインダー ブラック,バインダー＆ファイル,990,4902205220893,,,300,330,,,60,,,,,,,1.6,453,
23859857-726b-801f-b992-e659ae2e24f8,クリアバッグ（Black /ブラック）,推し活グッズ,8500,,,,250,270,110,,,,,,,,,,,
23559857-726b-8025-b8cc-f4192f4e0f62,ポケットが選べるシリーズ専用リフィル　A4ワイド用6ポケット,(判定不能),390,,2,6,218,310,,,,,,,,100,100,,,
22659857-726b-80c8-a692-f403ca57e9b4,スクエアロゴキーリング,推し活グッズ,1540,,,,98,98,,12,,,,,,,,,,
22159857-726b-8021-bcc1-ef360f85da81,アルカリボタン電池LR41,その他,110,4906327904921,,,7,7,,3,,,,,,,,,,
22159857-726b-802a-870a-e84c42121a52,フォトキーホルダーゲームモチーフ,推し活グッズ,110,4550480564142,,,40,57,,5,,,,,,,,,,
22159857-726b-80b3-9d5a-ffd3ea02de85,フォトキーホルダースイーツ,推し活グッズ,,4952583063759,,,40,45,6,,,,,,,,,,,
22159857-726b-8038-97fa-e2f54310f339,缶バッジマグネットスタンド2P,フレーム,110,4965534337113,,,21,,20,12,,,,,,,,,,
22159857-726b-80cc-bea9-c73d82245e95,ミニペンライトブルー,推し活グッズ,330,4521006940016,,,16,91,16,,,,,,,,,,,
22159857-726b-801c-b9dc-ce916cf43312,ギフトボックス香水型クリア,収納ケース,110,4965534337311,,,75,105,50,,,,,,,,,,,
21959857-726b-8015-9bf6-f95247811f94,SIKIRI3,収納ケース,110,4965534141918,,,233,170,,34,,,,,,,,,,
21559857-726b-80b5-9116-cb45685ea4e2,マイシステムバインダー ミニ6 クリア,バインダー＆ファイル,550,4961690588802,,,102,140,,,18,,,,,,,,,
21159857-726b-8098-9c82-d4113a03d48c,3in1ミニボストンバッグ,推し活グッズ,1169,,,,247,176,95,,,,,,,,,,,
20a59857-726b-809c-996e-ebfced7001b2,硬質カードケースフチありB6,スリーブ＆カバー,110,4550480503103,2,,194,135,,,,188,132,,,,,,,
20a59857-726b-802f-8e06-e6b90aa73aa4,推し活マルチポーチカラー,推し活グッズ,330,4550480683072,,5,160,230,,40,,,,,,,,,,
20a59857-726b-8091-bc32-e5187fb56806,フォトキーホルダーアニマル,推し活グッズ,110,4952583063742,,,23,60,,6,,,,,,,,,,
1fd59857-726b-80c8-9479-ca41b78d1321,SIKIRI0,収納ケース,110,4965534141819,,,233,170,,34,,,,,,,,,,
1fd59857-726b-8057-ad78-fe17d7959b89,アニマルトレカホルダー,推し活グッズ,110,4535792424629,,,85,105,,,,,,,,,,,,
1fd59857-726b-80e1-9726-e430381c96e2,お菓子パッケージキーホルダーマシュマロ,推し活グッズ,110,4542804151244,,,90,110,,,,,,,,,,,,
1fd59857-726b-807e-9e5a-d2f80db77456,カード＆缶バッジホルダー,推し活グッズ,110,4571623939450,,,77,110,,,,,,,,,,,,
1fd59857-726b-8056-abdd-f9a0bca2e8d1,フォトキーホルダーゲーム＆ミュージック,推し活グッズ,110,4952583063766,,,38,59,6,,,28,35,,,,,,,
1fd59857-726b-80cb-8570-e474119d30f8,ノートダイアリー6穴リングBeige,バインダー＆ファイル,330, 4550480632131,,,120,185,,,25,,,,,,,,,
1fd59857-726b-804c-85bd-e0a82c34a520,2L判写真収納リフィール,リフィル,110,4550163014285,5,2,230,300,,,,,,,,183,130,,,
1fd59857-726b-80de-a57a-ec3e1ba3fbb7,コレクションシール収納リフィール,リフィル,110,4550163014292,5,20,240,300,,,,,,,,53,55,,,
1fd59857-726b-8021-8d39-f8671d9b0b62,痛バッグ作成用シートA4サイズ,推し活グッズ,110,4978446049333,2,,297,210,,,,,,,,,,,,
1fd59857-726b-8079-84c1-ee12b97a6e6a,プチプチポーチハート27.2cm×20cm,推し活グッズ,220,45504805645679,,3,272,200,,,,,,,,,,,,
1fd59857-726b-8006-918c-d6716c366afe,プチプチポーチハート17.8cm×12.2cm,推し活グッズ,110,4550480564524,,,178,122,,,,,,,,,,,,
1eb59857-726b-80d1-8f7d-d8d30108897a,イレールスリーブ チケット用,スリーブ＆カバー,440,4902205102823,45,,202,95,,,,,,,,,,0.05,,
1db59857-726b-808b-b16d-f681546ed7e8,ぬいぐるみスタンド大,推し活グッズ,110,4906137337216,,,60,80,,78,,,,,,,,,,
1db59857-726b-8059-8873-c66f92469618,推し活ポーチスクエアバッグチャームポーチ黒白,推し活グッズ,110,4550480760940,,,110,165,,20,,,,,,,,,,
1db59857-726b-8088-ae76-c152f78f51a6,ミニケースキーホルダー,推し活グッズ,110,4550480707099,,,90,110,,,,,,,,,,,,
1db59857-726b-80d9-bf15-ef8972133260,クリアカードケース浅型,収納ケース,110,4906137337414,,,100,75,,22,,93,68,,18,,,,,
1db59857-726b-800c-bd63-f804b31654fc,SIKIRI3V深型,収納ケース,220,4973911844918,,,233,170,,68,,158,74,,60,,,,,
1d759857-726b-8047-9b97-e25155c1dbf9,デコレーションキーホルダー,推し活グッズ,110,4550480665177,,,100,85,,8,,90,65,,3,,,,,
1d759857-726b-80b4-a421-fc7fe6d6f2f7,PVCおでかけミニポーチ,推し活グッズ,110,4978929918538,,,100,70,10,,,,,,,,,,,
1d759857-726b-8071-9a0d-f94e972580a9,合皮キーホルダー,推し活グッズ,110,4550480503868,,,83,115,,2,,75,75,,,,,,,
1d759857-726b-80ed-8d7a-f629f20da2f9,ファイルボックス用仕切り板2個,その他,110,4549131983289,2,,100,75,21,,,,,,,,,,,
1d259857-726b-80e5-9f42-e7ab1e0ed600,イレールスリーブ 75mm缶バッジ用,スリーブ＆カバー,440,4902205102700,60,,85,115,,,,,,,,,,0.05,,
1d259857-726b-8085-bb81-ea225060c357,イレールスリーブ アクキー・ラバーストラップ用,スリーブ＆カバー,440,4902205102717,60,,67,125,,,,,,,,,,0.05,,
1d259857-726b-806f-9bb3-d7817d3b12b7,イレールスリーブ ポストカード用,スリーブ＆カバー,495,4902205102083,80,,102,150,,,,,,,,,,0.04,,
1d259857-726b-80a2-9e23-e3d9c74c1274,イレールスリーブ クリアファイル用,スリーブ＆カバー,561,4902205102076,20,,223,314,,,,,,,,,,0.05,,
1d259857-726b-80e3-b9b4-ea9ed0c48758,イレール PVCリフィル 9ポケット,リフィル,924,4902205101758,2,9,249,321,,,,,,,,75,90,,,
1d259857-726b-8090-ab21-cbeaef47a4fd,イレール PVCリフィル 6ポケット,リフィル,792,4902205101741,2,6,240,315,,,,,,,,108,85,,,
1d259857-726b-801e-adc7-d3c5f226620f,イレールバインダーリフィル 9ポケット(両面)トレカ用,リフィル,528,4902205101772,10,9,228,292,,,,,,,,68,95,,,
1d259857-726b-805f-830d-c0feccdca325,イレールバインダーリフィル 6ポケット(両面)ましかくフォト・コースター用,リフィル,528,4902205101765,10,6,211,296.5,,,,,,,,95,96,,,
1d259857-726b-80b9-975f-dd807c75884f,イレールバインダーリフィル 4ポケット(両面)ポストカード用,リフィル,528,4902205101758,10,4,235,314,,,,,,,,107,154,,,
1d259857-726b-80d2-80dd-db5803124f69,イレールバインダーリフィル 3ポケット(両面)チケット用,リフィル,528,4902205102045,10,3,236,303.5,,,,,,,,210,98.5,,,
1cf59857-726b-8041-a45b-ed087f0c0195,マイコレプチスタンド2P,フレーム,110,4906137337513,2,,80,35,,20,,,,,,,,,,
1cf59857-726b-8045-82e4-ce4b04ef57a7,アクリルブロック用クリアスタンド,フレーム,110,4978446059189,1,,70,40,35,,,,,,,,,,,
1cf59857-726b-809a-b8d0-ede01663cbb1,撮影用アクリルリング,推し活グッズ,110,4978446074854,,,40,40,,3,,,,,,,,,,
1cf59857-726b-8023-9333-fc914026095b,推し隠しポーチ,推し活グッズ,550,981692157332,,2,110,160,70,,,,,,,,,,,
1cb59857-726b-80a5-a6b5-dd77ee9af61e, トレカ用プラスチック薄型ケース,スリーブ＆カバー,110,4904342008204,2,,71.5,96.5,,3.5,,67,92,,1,,,,,
1c359857-726b-8046-a82a-d003cd6f4097,高透明フォトアルバム（2段、80ポケット）,バインダー＆ファイル,110,550480507392,20,2,156,200,,12,,,,,,130,90,,,
1c359857-726b-8040-b5f3-fa7d36312925,フォトアルバム2L判写真サイズ,バインダー＆ファイル,110,968583196892,26,1,153,202,,2,21,,,,,,,,,
1c359857-726b-80ba-863c-ee5a17cc9aea,Slim Photo Album,バインダー＆ファイル,110,550163006082,20,1,148,193,,4,,,,,,137,185,,,
1c359857-726b-805f-adcd-ca18d731d96b,ナイトケア手袋,その他,110,4940921819540,1,,150,235,,3,,,,,,,,,,
1c259857-726b-8075-be68-d42b7d9cadd6,両面テープ付リボンサテン,デコ素材,110,45501630130998,1,,680,25,,,,,,,,,,,,
1c259857-726b-804b-99e5-e833e02f728e,ポケット付ペンケース,推し活グッズ,110,4550480693378,,2,230,110,,,,,,,,,,,,
1ba59857-726b-8048-8b98-feea420bfab2,リボン付きダブルアクスタポーチ,推し活グッズ,660,2271722099056,,,80,150,,40,,,,,,,,,,
1ac59857-726b-80d9-a162-ea2fbb24e476,PT-P910BT,その他,,4977766802024,,,138,138,94,,,,,,,,,,,
1ab59857-726b-8187-907e-daaef018c730,ミニポーチカラビナ付,推し活グッズ,110,4550480000000,,,90,60,,,,,,,,,,,,推し活グッズ_271.jpg
1ab59857-726b-8111-b260-e3f840d1427e,PVCフォトキーホルダー,推し活グッズ,110,4550480000000,,,94,128,,,,68,100,,,,,,,推し活グッズ_270.jpg
1ab59857-726b-81cc-b88e-f4c7a123bac9,スライダーケースリボンPU-BK,推し活グッズ,110,4542800000000,,1,80,158,,,,68,150,,,,,,,推し活グッズ_269.jpg
1ab59857-726b-8195-994d-fae73a0f4b80,推し活ポーチハート,推し活グッズ,110,4978450000000,,,95,85,,35,,,,,,,,,,推し活グッズ_268.jpg
1ab59857-726b-81a6-9a9f-d78b9faf84ac,マチ付きミニポーチ,推し活グッズ,110,4550480000000,,,58,115,,45,,,,,,,,,,推し活グッズ_267.jpg
1ab59857-726b-8134-bfcd-cf3848770d73,スクエアクリアポーチ,推し活グッズ,330,2279720000000,,,80,110,,40,,,,,,,,,,推し活グッズ_265.jpg
1ab59857-726b-8142-9f26-c985c53b639c,シークレットミニチュアチェキ用ホルダー,推し活グッズ,550,4550620000000,,1,42,83,,,,,,,,,,,,推し活グッズ_266.jpg
1ab59857-726b-8171-a067-f24ac0b831b3,アクスタ収納クッションジッパーバッグ中,推し活グッズ,110,4550160000000,,1,182,147,,,,190,150,,,,,,,推し活グッズ_264.jpg
1ab59857-726b-8198-9ba0-fc7b274791bf,アクスタ収納クッションジッパーバッグ大,推し活グッズ,110,4550160000000,,,192,177,,,,180,120,,,,,,,推し活グッズ_263.jpg
1ab59857-726b-813c-9456-f239260a4c04,ぷちっとマスコットポーチキューブ型,推し活グッズ,110,4905690000000,,,54,54,,40,,,,,,,,,,推し活グッズ_262.jpg
